,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
3160,9.606,48.24,202,400,13134,19973,939.652,0.77,0.8,5.29,0.825,0.019,3160
17158,14.809,53.69,1140,413,12888,19437,938.812,1.48,1.54,10.17,1.586,0.036,17158
45791,24.92,51.03,1331,407,12954,19397,938.691,2.25,2.33,15.46,2.411,0.054,20797
45208,24.41,53.63,1155,400,12947,19439,938.72,2.03,2.11,13.95,2.176,0.049,20214
19710,18.837,47.46,1168,401,12924,19431,938.703,1.71,1.78,11.76,1.834,0.041,19710
47978,26.19,51.76,1258,400,12981,19420,938.71,1.87,1.94,12.86,2.006,0.045,22984
4035,-0.836,48.38,141,400,13216,20082,939.683,1.6,1.67,11.03,1.721,0.039,4035
16970,14.155,53.29,1155,400,12896,19443,938.78,1.7,1.77,11.72,1.828,0.041,16970
6843,-5.834,53.62,201,400,13156,20063,939.593,0.52,0.54,3.59,0.559,0.013,6843
41443,26.64,48.95,1096,400,12896,19465,938.763,1.75,1.82,12.04,1.878,0.042,16449
7744,-4.08,55.52,299,400,13110,19971,939.43,0.35,0.36,2.38,0.371,0.008,7744
55284,34.68,50.29,6339,400,13100,19555,936.885,0.39,0.4,2.68,0.418,0.009,4142
4503,-5.272,53.61,39,400,13265,20175,939.648,2.31,2.4,15.87,2.475,0.056,4503
14452,15.485,53.08,1176,485,12854,19442,938.906,1.95,2.03,13.44,2.096,0.047,14452
7184,-4.809,55.72,265,400,13126,20008,939.504,0.51,0.53,3.51,0.548,0.012,7184
7537,-4.175,56.43,279,400,13122,19983,939.476,0.51,0.53,3.51,0.547,0.012,7537
58431,-6.244,41.11,88,400,12786,20632,937.415,1.85,1.92,12.74,1.986,0.045,1545
11509,11.963,52.84,1097,628,12800,19451,939.068,1.95,2.02,13.39,2.088,0.047,11509
45456,25.96,52.69,1071,400,12979,19453,938.75,1.8,1.87,12.37,1.928,0.044,20462
25119,13.34,52.01,2,413,12567,19661,939.804,0.01,0.02,0.01,0.02,0.011,125
6463,-7.165,54.61,193,400,13151,20066,939.637,1.05,1.09,7.21,1.124,0.025,6463
38944,27.16,46.93,1096,479,12854,19457,938.933,2.08,2.16,14.29,2.228,0.05,13950
61376,19.713,21.45,26653,689,12668,18836,936.911,0.73,0.76,5.04,0.786,0.018,4490
61524,14.736,14.41,1938,400,13228,20136,936.843,1.13,1.18,7.8,1.216,0.027,4638
5924,-8.776,54.8,99,400,13215,20174,939.637,1.94,2.02,13.37,2.085,0.047,5924
58059,-8.698,41.92,104,400,12782,20634,937.494,1.77,1.84,12.21,1.904,0.043,1173
50509,38.48,15.32,1107,10810,11953,19294,930.891,1.28,1.33,8.8,1.372,0.031,521
60695,13.021,40.18,0,400,13470,21332,937.386,1.98,2.06,13.61,2.123,0.048,3809
44980,26.41,50.39,1178,400,12927,19434,938.742,1.58,1.64,10.85,1.692,0.038,19986
13888,18.254,46.94,1130,493,12853,19452,938.925,2.05,2.13,14.14,2.205,0.05,13888
48570,24.38,54.13,1415,404,12971,19374,938.724,1.82,1.89,12.5,1.949,0.044,23576
55968,44.37,28.35,6862,400,13175,19573,936.878,2.02,2.1,13.89,2.165,0.049,4826
44504,26.68,48.96,1245,407,12925,19412,938.691,1.87,1.94,12.87,2.007,0.045,19510
33343,19.0,52.57,335,400,13095,19930,939.389,0.24,0.25,1.64,0.256,0.006,8349
16008,12.088,53.07,1161,412,12879,19443,938.777,1.91,1.98,13.14,2.049,0.046,16008
19226,20.626,47.48,1224,400,12925,19429,938.684,1.87,1.94,12.88,2.008,0.045,19226
54101,25.75,49.09,172,432,12770,20544,937.379,1.47,1.53,10.12,1.578,0.036,2959
44189,24.48,53.76,1199,400,12920,19427,938.707,1.48,1.54,10.17,1.587,0.036,19195
9721,-4.218,58.92,741,909,12670,19542,939.154,2.63,2.73,18.08,2.82,0.064,9721
6594,-6.702,55.76,210,400,13151,20068,939.609,0.63,0.65,4.32,0.673,0.015,6594
45617,24.69,51.42,910,400,13038,19503,938.705,3.0,3.12,20.67,3.224,0.073,20623
19230,20.62,47.39,1174,400,12927,19433,938.706,1.86,1.94,12.83,2.0,0.045,19230
47384,26.6,49.11,1348,400,12973,19399,938.728,1.64,1.7,11.27,1.757,0.04,22390
18864,20.725,47.6,1157,400,12918,19431,938.701,1.47,1.52,10.09,1.573,0.036,18864
37905,26.74,48.17,1036,530,12836,19469,938.906,1.94,2.01,13.32,2.078,0.047,12911
36804,24.4,53.03,1050,591,12812,19468,939.069,2.1,2.18,14.44,2.251,0.051,11810
14888,13.58,49.02,1107,445,12868,19451,938.811,2.04,2.12,14.03,2.188,0.049,14888
19672,19.058,53.64,1195,400,12927,19431,938.716,1.52,1.58,10.47,1.633,0.037,19672
48706,26.65,48.88,1310,400,12981,19397,938.709,1.81,1.88,12.45,1.941,0.044,23712
44105,25.96,47.38,1300,428,12911,19404,938.715,1.59,1.65,10.95,1.707,0.039,19111
8539,-4.817,57.22,333,400,13094,19928,939.328,0.26,0.27,1.82,0.283,0.006,8539
23044,-21.951,51.71,1329,400,12977,19405,938.705,1.85,1.93,12.76,1.99,0.045,23044
30362,22.26,48.37,7,400,13258,20225,939.718,2.49,2.59,17.16,2.677,0.06,5368
47073,24.33,54.1,1381,415,12956,19377,938.711,1.77,1.84,12.19,1.901,0.043,22079
28140,21.33,45.19,174,400,13153,19998,939.624,0.69,0.72,4.77,0.744,0.017,3146
279,23.466,56.66,2,400,12645,19709,939.783,0.15,0.24,0.85,0.264,0.085,279
56513,58.17,11.29,8130,400,13307,19498,936.704,3.02,3.14,20.81,3.245,0.073,5371
15855,12.007,47.97,1141,402,12882,19442,938.799,1.64,1.71,11.32,1.765,0.04,15855
1209,26.952,49.3,17,400,13065,19948,939.763,0.39,0.4,2.65,0.414,0.009,1209
30289,22.05,49.18,4,400,13254,20213,939.703,2.33,2.42,16.04,2.501,0.056,5295
38783,24.62,52.8,1132,500,12846,19453,938.9,2.21,2.29,15.19,2.368,0.053,13789
22916,-21.632,54.03,1398,418,12962,19378,938.755,1.66,1.72,11.4,1.777,0.04,22916
20634,8.778,52.42,912,400,13023,19493,938.727,2.92,3.04,20.11,3.136,0.071,20634
17419,15.816,47.78,1140,400,12900,19443,938.753,1.48,1.53,10.17,1.585,0.036,17419
60538,12.02,37.9,0,400,13369,21195,937.448,2.11,2.19,14.51,2.262,0.051,3652
41702,27.11,47.28,1118,406,12888,19446,938.746,1.84,1.91,12.68,1.978,0.045,16708
770,26.706,50.19,6,400,12950,19885,939.759,0.19,0.2,1.34,0.209,0.005,770
28788,22.28,47.72,154,400,13213,20060,939.65,1.51,1.57,10.37,1.618,0.037,3794
5474,-9.273,49.37,32,400,13246,20200,939.729,2.11,2.19,14.5,2.261,0.051,5474
30754,20.68,55.75,22,400,13271,20237,939.698,1.96,2.04,13.52,2.108,0.048,5760
50588,40.94,13.72,0,2816,12615,20333,930.931,0.73,0.76,5.01,0.781,0.018,600
5613,-9.238,50.8,65,400,13235,20191,939.747,2.35,2.44,16.16,2.52,0.057,5613
5928,-8.767,55.24,100,400,13215,20172,939.629,1.9,1.98,13.11,2.044,0.046,5928
31603,21.11,50.93,186,400,13163,20073,939.604,0.86,0.9,5.94,0.926,0.021,6609
37303,26.57,48.6,1011,556,12830,19473,938.986,1.95,2.02,13.39,2.088,0.047,12309
43168,24.52,53.57,1161,402,12909,19442,938.698,1.5,1.56,10.35,1.614,0.036,18174
2692,15.335,50.93,107,400,13183,20068,939.658,1.06,1.11,7.33,1.142,0.026,2692
39943,26.61,48.88,1057,426,12875,19466,938.8,1.69,1.76,11.66,1.818,0.041,14949
13290,20.44,46.82,1073,511,12850,19458,938.923,1.77,1.84,12.2,1.903,0.043,13290
52448,29.03,40.94,60,400,12793,20666,937.49,1.64,1.71,11.3,1.762,0.04,1306
153,22.057,53.02,20,430,12554,19644,939.815,0.1,0.27,0.29,0.307,0.162,153
10176,-1.712,50.87,908,705,12775,19505,939.095,2.27,2.35,15.59,2.431,0.055,10176
47980,26.36,50.53,1260,400,12985,19410,938.717,1.88,1.96,12.97,2.022,0.046,22986
2233,20.377,54.01,0,400,13207,20128,939.602,0.84,0.87,5.79,0.902,0.02,2233
24778,9.404,54.34,1321,413,12990,19390,938.848,1.68,1.75,11.59,1.808,0.041,24778
62114,-20.846,12.76,60000,16602,11051,16456,936.724,1749.06,2223.55,11017.15,2363.169,436.83,5228
45400,26.4,50.06,1233,400,12953,19417,938.745,2.02,2.1,13.91,2.17,0.049,20406
22234,-16.05,49.99,1425,424,12955,19374,938.69,1.74,1.81,11.96,1.866,0.042,22234
28595,19.97,58.25,341,400,13095,19868,939.644,1.48,1.54,10.17,1.586,0.036,3601
25571,14.05,53.13,9,400,12839,19824,939.832,0.29,0.32,1.98,0.329,0.02,577
19126,20.746,53.09,1241,408,12914,19417,938.708,1.42,1.48,9.79,1.527,0.034,19126
37128,26.71,47.82,1094,584,12818,19460,939.033,1.65,1.71,11.33,1.768,0.04,12134
41722,24.61,53.13,1141,400,12890,19450,938.759,1.69,1.76,11.67,1.819,0.041,16728
38991,26.94,47.5,1051,490,12855,19462,938.917,1.66,1.72,11.4,1.778,0.04,13997
2183,20.87,52.53,0,400,13205,20136,939.591,0.88,0.92,6.07,0.947,0.021,2183
39333,24.47,53.4,1159,492,12851,19442,938.926,2.02,2.1,13.91,2.168,0.049,14339
26226,14.42,55.14,31,400,13057,19947,939.739,0.34,0.35,2.35,0.366,0.008,1232
6170,-8.129,55.12,164,400,13174,20105,939.647,1.03,1.07,7.12,1.11,0.025,6170
24095,-12.218,49.64,1210,400,13024,19421,938.754,2.54,2.63,17.45,2.721,0.061,24095
51240,29.69,39.26,45,423,12862,20746,937.616,2.26,2.35,15.57,2.428,0.055,98
23310,-21.7,47.68,1352,400,12969,19388,938.699,1.82,1.89,12.52,1.952,0.044,23310
14713,14.282,48.07,1115,447,12866,19449,938.895,1.64,1.71,11.32,1.765,0.04,14713
4725,-6.885,52.96,51,400,13238,20157,939.642,2.29,2.38,15.74,2.454,0.055,4725
61674,5.651,18.49,0,400,13642,21366,936.811,0.89,0.92,6.11,0.953,0.022,4788
4338,-3.851,48.17,100,400,13237,20110,939.64,2.11,2.2,14.55,2.268,0.051,4338
29802,21.89,50.85,27,400,13253,20194,939.684,2.13,2.21,14.64,2.283,0.052,4808
37871,25.02,50.72,1105,554,12835,19454,938.901,2.08,2.16,14.29,2.228,0.05,12877
8141,-4.322,56.64,326,400,13103,19942,939.383,0.17,0.18,1.17,0.182,0.004,8141
57721,3.749,42.38,112,437,12765,20638,937.568,2.22,2.31,15.31,2.387,0.054,835
54909,27.53,38.24,0,400,13438,21280,937.38,1.78,1.85,12.26,1.912,0.043,3767
31480,21.05,51.75,185,400,13155,20074,939.634,0.81,0.84,5.59,0.872,0.02,6486
12979,20.848,47.36,1046,543,12837,19470,938.91,1.99,2.07,13.72,2.139,0.048,12979
12213,18.382,48.51,1090,595,12803,19456,939.027,2.32,2.41,15.96,2.488,0.056,12213
55392,41.87,20.65,2452,400,13000,20002,936.809,1.29,1.34,8.87,1.382,0.031,4250
58243,-8.816,41.52,78,400,12791,20653,937.484,2.13,2.22,14.68,2.29,0.052,1357
2732,14.861,46.29,101,400,13188,20090,939.638,0.98,1.02,6.75,1.053,0.024,2732
55231,31.43,56.34,3375,400,13232,19768,936.931,0.51,0.53,3.53,0.55,0.012,4089
62000,-16.309,23.36,60000,24728,10882,15538,936.791,5135.37,11326.06,20293.11,12676.172,5939.508,5114
17519,16.228,53.82,1153,406,12902,19450,938.755,1.53,1.58,10.5,1.637,0.037,17519
40494,27.04,47.51,1140,416,12874,19435,938.842,1.56,1.63,10.77,1.679,0.038,15500
3415,6.425,61.06,281,400,13130,19921,939.668,1.51,1.57,10.37,1.617,0.037,3415
61169,20.378,36.58,3490,400,13122,19749,936.849,0.78,0.81,5.34,0.832,0.019,4283
38845,24.61,52.92,1153,509,12842,19444,938.912,2.09,2.17,14.37,2.24,0.051,13851
34138,18.31,57.97,379,400,13041,19872,939.277,0.43,0.45,2.96,0.461,0.01,9144
21854,-10.864,48.51,1281,400,12967,19399,938.74,1.81,1.88,12.43,1.938,0.044,21854
25867,15.32,51.31,1,400,12993,19918,939.713,0.23,0.24,1.62,0.252,0.006,873
44286,25.55,48.12,1243,420,12910,19418,938.675,1.59,1.65,10.93,1.704,0.038,19292
17297,15.333,47.89,1164,405,12896,19436,938.772,1.84,1.91,12.67,1.975,0.045,17297
48386,24.43,53.9,1354,403,12975,19393,938.709,1.68,1.74,11.55,1.801,0.041,23392
58082,-8.961,43.55,117,417,12771,20616,937.47,2.03,2.11,14.0,2.183,0.049,1196
22875,-21.474,48.43,1375,413,12965,19377,938.728,1.99,2.06,13.67,2.131,0.048,22875
61416,18.812,20.35,31536,698,12660,18759,936.897,0.42,0.44,2.91,0.454,0.01,4530
4898,-7.871,51.98,46,400,13236,20163,939.664,2.3,2.39,15.81,2.465,0.056,4898
43072,26.95,47.85,1159,401,12916,19447,938.701,1.7,1.76,11.69,1.822,0.041,18078
14151,16.98,52.98,1109,500,12849,19453,938.922,1.98,2.05,13.59,2.12,0.048,14151
11740,14.355,51.93,1128,624,12804,19457,939.065,2.15,2.23,14.77,2.303,0.052,11740
4762,-7.117,48.19,32,400,13261,20194,939.669,2.36,2.45,16.21,2.528,0.057,4762
23926,-15.507,53.53,1434,426,12969,19368,938.732,1.65,1.72,11.38,1.775,0.04,23926
42786,25.54,48.03,1140,422,12893,19443,938.724,1.84,1.91,12.68,1.978,0.045,17792
26371,17.59,49.29,10,400,13098,19997,939.712,0.42,0.44,2.89,0.451,0.01,1377
51793,29.46,40.12,33,420,12809,20724,937.501,2.14,2.23,14.75,2.3,0.052,651
49214,24.71,52.01,1201,400,13013,19428,938.765,2.6,2.7,17.87,2.787,0.063,24220
61877,-8.817,24.34,60000,9170,11412,16569,936.836,5662.87,6155.47,38291.97,6402.977,401.25,4991
15680,12.015,47.48,1241,431,12869,19424,938.786,2.09,2.17,14.35,2.238,0.051,15680
32860,18.31,56.63,301,400,13112,19960,939.407,0.26,0.27,1.79,0.28,0.006,7866
21640,-7.546,52.38,1337,414,12955,19384,938.718,2.37,2.46,16.29,2.541,0.057,21640
28491,22.22,53.89,299,400,13125,19917,939.673,1.33,1.38,9.14,1.426,0.032,3497
1798,24.161,49.7,63,400,13104,19985,939.631,0.75,0.78,5.19,0.809,0.018,1798
36143,24.87,49.17,1166,680,12779,19436,939.083,2.1,2.18,14.47,2.256,0.051,11149
5257,-9.064,51.94,18,400,13252,20211,939.702,3.03,3.15,20.84,3.249,0.073,5257
590,25.912,50.36,9,400,12843,19820,939.838,0.17,0.18,1.2,0.186,0.004,590
15804,11.998,47.32,1166,410,12881,19448,938.805,1.69,1.76,11.65,1.817,0.041,15804
36517,24.17,53.66,1080,620,12805,19456,939.078,2.01,2.08,13.81,2.153,0.049,11523
26369,17.54,49.47,6,400,13098,20004,939.708,0.4,0.41,2.72,0.425,0.01,1375
4924,-7.997,53.78,18,400,13252,20193,939.662,2.25,2.33,15.46,2.41,0.054,4924
26217,14.69,53.05,31,400,13053,19932,939.742,0.39,0.41,2.69,0.419,0.009,1223
8631,-4.929,54.95,346,400,13087,19917,939.322,0.33,0.34,2.28,0.355,0.008,8631
15522,12.119,52.31,1186,438,12872,19443,938.835,1.98,2.06,13.64,2.127,0.048,15522
45247,25.33,49.1,1352,436,12916,19383,938.73,1.67,1.74,11.52,1.797,0.041,20253
44765,25.96,47.42,1253,417,12918,19417,938.705,1.52,1.57,10.43,1.626,0.037,19771
51252,29.96,38.66,5,400,12866,20782,937.582,2.07,2.15,14.25,2.222,0.05,110
11510,11.974,52.96,1140,637,12794,19441,939.065,1.93,2.01,13.3,2.074,0.047,11510
29993,22.18,48.73,48,400,13236,20177,939.685,2.47,2.57,17.03,2.655,0.06,4999
57343,22.649,40.51,58,400,12835,20714,937.544,1.93,2.0,13.25,2.066,0.047,457
15979,12.066,47.67,1140,404,12881,19440,938.784,1.46,1.52,10.08,1.572,0.036,15979
20518,10.463,53.31,1092,400,12993,19455,938.752,2.01,2.09,13.82,2.155,0.049,20518
52137,28.9,41.38,63,400,12788,20675,937.535,2.18,2.26,14.98,2.336,0.053,995
43079,27.09,47.47,1159,400,12915,19438,938.689,1.58,1.64,10.88,1.696,0.038,18085
35151,22.65,57.15,967,724,12765,19484,939.089,2.38,2.47,16.38,2.554,0.058,10157
20075,15.906,50.6,1289,422,12920,19413,938.743,1.36,1.41,9.36,1.46,0.033,20075
40367,26.84,48.09,1147,434,12870,19441,938.828,1.68,1.75,11.59,1.807,0.041,15373
17339,15.497,53.75,1205,404,12896,19431,938.764,1.83,1.9,12.61,1.966,0.044,17339
39920,24.68,52.71,1147,461,12865,19431,938.795,1.8,1.87,12.41,1.935,0.044,14926
54713,27.81,39.21,0,400,13331,21286,937.484,1.71,1.78,11.79,1.839,0.042,3571
54724,28.21,38.4,0,400,13298,21279,937.455,1.85,1.93,12.75,1.989,0.045,3582
29234,20.33,51.28,121,400,13214,20092,939.657,2.13,2.22,14.68,2.289,0.052,4240
40016,27.04,47.34,1080,429,12874,19454,938.831,2.1,2.18,14.45,2.254,0.051,15022
31190,21.63,49.6,165,400,13173,20104,939.662,0.82,0.85,5.65,0.882,0.02,6196
59725,19.265,49.05,172,433,12767,20541,937.427,1.37,1.43,9.45,1.473,0.033,2839
36180,26.29,48.73,1046,631,12806,19470,939.075,2.38,2.48,16.41,2.558,0.058,11186
60294,13.795,40.12,0,400,13038,20774,937.426,2.14,2.22,14.73,2.297,0.052,3408
58028,-8.203,45.82,90,400,12782,20649,937.474,1.97,2.05,13.57,2.116,0.048,1142
28584,20.16,57.56,332,400,13100,19874,939.679,1.34,1.39,9.22,1.438,0.032,3590
51152,27.11,44.4,30,459,12853,20752,937.571,2.42,2.51,16.64,2.595,0.059,10
60788,14.192,43.37,174,400,12820,20996,937.019,1.66,1.72,11.41,1.779,0.04,3902
26457,15.28,55.27,28,400,13091,19974,939.711,0.52,0.54,3.59,0.56,0.013,1463
6108,-8.31,54.93,149,400,13181,20112,939.683,1.32,1.37,9.09,1.418,0.032,6108
19988,16.743,49.56,1182,400,12930,19438,938.74,1.58,1.64,10.86,1.693,0.038,19988
2690,15.359,50.33,112,400,13176,20064,939.672,1.01,1.05,6.96,1.085,0.024,2690
57644,7.872,40.86,60,432,12781,20689,937.555,1.83,1.91,12.62,1.968,0.044,758
39062,27.12,47.04,1071,486,12856,19456,938.914,1.83,1.9,12.57,1.96,0.044,14068
40890,24.49,53.48,1166,410,12875,19440,938.797,2.1,2.18,14.43,2.251,0.051,15896
17277,15.255,53.66,1157,402,12897,19433,938.774,1.52,1.58,10.45,1.629,0.037,17277
55243,31.78,54.52,3250,400,13218,19797,936.911,0.82,0.85,5.66,0.883,0.02,4101
10684,2.892,54.39,914,655,12798,19503,939.105,2.59,2.69,17.85,2.783,0.063,10684
21648,-7.674,53.43,1327,404,12949,19386,938.715,2.43,2.53,16.76,2.613,0.059,21648
2187,20.831,50.24,0,400,13190,20126,939.625,0.85,0.89,5.88,0.917,0.021,2187
35189,23.25,54.46,915,715,12767,19499,939.073,2.33,2.42,16.04,2.501,0.056,10195
14679,14.429,51.56,1182,471,12858,19427,938.863,1.93,2.0,13.27,2.07,0.047,14679
35393,24.68,55.37,839,662,12800,19529,939.111,2.09,2.17,14.37,2.24,0.051,10399
43551,26.92,47.97,1197,400,12915,19432,938.72,1.5,1.56,10.31,1.608,0.036,18557
30388,19.65,54.81,24,400,13250,20213,939.746,2.51,2.6,17.25,2.69,0.061,5394
10209,-1.462,56.5,946,719,12764,19495,939.09,2.38,2.48,16.4,2.557,0.058,10209
24745,8.024,47.93,1287,400,12992,19404,938.825,1.8,1.87,12.41,1.934,0.044,24745
47228,25.14,49.99,1425,424,12955,19374,938.69,1.74,1.81,11.96,1.866,0.042,22234
29895,20.18,52.99,36,400,13242,20180,939.669,2.32,2.41,15.96,2.489,0.056,4901
53765,28.73,42.39,161,436,12771,20561,937.323,1.92,1.99,13.2,2.059,0.047,2623
5663,-9.197,49.11,49,400,13247,20205,939.73,2.57,2.67,17.66,2.754,0.062,5663
10212,-1.439,56.71,938,714,12772,19496,939.075,2.19,2.27,15.06,2.348,0.053,10212
16809,13.65,49.07,1069,400,12895,19450,938.768,1.45,1.51,10.01,1.562,0.035,16809
9063,-5.241,51.17,354,400,13064,19901,939.294,0.41,0.43,2.83,0.441,0.01,9063
12467,19.829,52.56,1097,566,12822,19459,938.996,2.25,2.34,15.48,2.414,0.055,12467
21410,-3.794,53.46,1337,406,12954,19393,938.686,1.68,1.75,11.59,1.808,0.041,21410
35195,23.03,55.74,933,715,12762,19499,939.069,2.44,2.53,16.77,2.615,0.059,10201
36172,25.71,52.47,984,622,12809,19485,939.073,2.35,2.45,16.2,2.526,0.057,11178
20564,9.805,52.19,1132,400,12983,19446,938.743,1.94,2.01,13.34,2.081,0.047,20564
30227,21.96,49.81,6,400,13260,20220,939.734,2.49,2.58,17.11,2.668,0.06,5233
27419,19.79,50.63,23,400,13212,20142,939.618,1.09,1.13,7.49,1.168,0.026,2425
19482,19.948,52.63,1224,407,12922,19422,938.704,1.48,1.54,10.2,1.59,0.036,19482
35235,25.37,50.36,900,695,12778,19500,939.06,2.21,2.3,15.21,2.372,0.054,10241
17248,15.145,47.32,1153,401,12902,19443,938.806,1.49,1.55,10.24,1.596,0.036,17248
23602,-19.825,48.06,1320,400,12983,19389,938.732,1.56,1.62,10.73,1.673,0.038,23602
46106,24.47,53.54,1371,415,12941,19380,938.716,2.01,2.09,13.83,2.156,0.049,21112
56622,54.9,11.97,2900,400,13517,19926,936.703,0.87,0.91,6.02,0.938,0.021,5480
48407,26.68,48.79,1366,404,12975,19383,938.704,1.76,1.82,12.08,1.884,0.043,23413
29176,20.26,51.78,95,400,13239,20124,939.634,2.36,2.45,16.23,2.531,0.057,4182
2825,13.744,52.45,110,400,13174,20059,939.657,0.97,1.01,6.68,1.042,0.024,2825
38956,24.85,52.11,1086,499,12851,19453,938.916,1.99,2.07,13.71,2.138,0.048,13962
22080,-14.081,54.17,1387,407,12957,19380,938.71,1.77,1.84,12.22,1.905,0.043,22080
37653,24.41,53.32,1073,566,12831,19456,938.983,1.81,1.88,12.42,1.937,0.044,12659
53238,26.68,44.14,137,412,12783,20583,937.338,1.87,1.94,12.85,2.003,0.045,2096
8273,-4.476,51.7,309,400,13114,19954,939.397,0.31,0.32,2.13,0.331,0.007,8273
8051,-4.232,50.52,311,400,13108,19957,939.387,0.24,0.25,1.65,0.257,0.006,8051
35078,22.69,56.54,925,728,12769,19509,939.152,2.35,2.44,16.19,2.525,0.057,10084
47615,25.55,54.22,1233,400,12979,19413,938.768,1.89,1.96,13.0,2.027,0.046,22621
39385,24.59,53.02,1124,473,12862,19454,938.907,1.7,1.76,11.69,1.823,0.041,14391
34743,23.76,53.95,711,865,12698,19558,939.121,2.54,2.64,17.49,2.727,0.062,9749
4987,-8.276,51.57,32,400,13245,20182,939.688,1.93,2.01,13.29,2.072,0.047,4987
24603,2.496,52.7,1247,400,13006,19418,938.802,2.02,2.1,13.93,2.172,0.049,24603
43823,24.58,53.36,1247,410,12909,19418,938.701,1.48,1.54,10.19,1.589,0.036,18829
47318,26.2,51.66,1320,400,12969,19394,938.724,2.08,2.17,14.35,2.238,0.051,22324
38112,24.99,51.05,1189,557,12830,19443,938.913,2.28,2.37,15.67,2.444,0.055,13118
34960,22.35,56.79,781,723,12761,19537,939.119,2.54,2.64,17.48,2.727,0.062,9966
54125,28.73,42.46,181,426,12774,20542,937.362,1.77,1.84,12.17,1.898,0.043,2983
40626,25.6,47.78,1276,454,12853,19410,938.813,1.69,1.76,11.66,1.818,0.041,15632
15290,12.453,53.06,1143,445,12868,19444,938.806,1.91,1.99,13.16,2.052,0.046,15290
36844,26.96,47.02,1096,607,12815,19449,939.049,2.17,2.26,14.96,2.332,0.053,11850
60084,18.117,49.07,205,424,12773,20520,937.37,1.68,1.75,11.57,1.804,0.041,3198
24168,-10.561,52.65,1184,400,13031,19436,938.769,2.02,2.1,13.9,2.167,0.049,24168
1652,25.136,55.1,0,400,13165,20069,939.607,0.81,0.85,5.6,0.873,0.02,1652
29560,21.77,51.42,31,400,13271,20186,939.66,2.11,2.19,14.51,2.262,0.051,4566
37064,26.58,48.46,1088,577,12825,19465,938.989,2.1,2.19,14.49,2.259,0.051,12070
25684,14.26,54.12,2,400,12912,19865,939.788,0.17,0.17,1.14,0.178,0.004,690
52831,26.06,47.17,122,428,12777,20603,937.379,1.94,2.01,13.32,2.078,0.047,1689
1066,27.118,54.72,22,400,13031,19922,939.795,0.34,0.36,2.37,0.37,0.008,1066
59398,5.553,41.86,150,422,12773,20563,937.318,1.91,1.98,13.12,2.045,0.046,2512
33158,20.78,50.65,312,400,13106,19948,939.401,0.16,0.17,1.11,0.173,0.004,8164
4669,-6.513,53.3,62,400,13241,20155,939.668,2.16,2.24,14.83,2.313,0.052,4669
46423,26.57,49.18,1291,400,12966,19409,938.707,1.72,1.78,11.82,1.843,0.042,21429
2004,22.518,54.1,38,400,13141,20015,939.613,0.63,0.66,4.34,0.677,0.015,2004
34712,21.75,58.33,793,901,12676,19531,939.142,2.71,2.82,18.68,2.913,0.066,9718
60992,17.721,51.77,3356,400,13238,19773,936.915,0.86,0.89,5.92,0.923,0.021,4106
18104,18.688,52.79,1199,406,12911,19448,938.716,1.61,1.67,11.08,1.727,0.039,18104
43614,26.96,47.76,1231,404,12907,19428,938.717,1.39,1.44,9.55,1.49,0.034,18620
27092,17.57,50.64,24,400,13135,20035,939.628,0.83,0.86,5.68,0.886,0.02,2098
30015,20.15,52.7,47,400,13238,20167,939.685,2.26,2.35,15.57,2.428,0.055,5021
23611,-19.738,47.69,1434,422,12963,19369,938.699,1.64,1.71,11.31,1.763,0.04,23611
4126,-1.79,52.44,130,400,13219,20085,939.612,1.96,2.04,13.51,2.107,0.048,4126
5036,-8.467,54.56,43,400,13230,20167,939.686,1.97,2.05,13.58,2.118,0.048,5036
52368,28.15,44.54,58,400,12802,20673,937.501,1.91,1.99,13.15,2.051,0.046,1226
1296,26.745,56.16,0,400,13098,19975,939.714,0.4,0.41,2.74,0.427,0.01,1296
62251,-21.555,11.29,15899,400,13062,19059,936.698,3.59,3.73,24.71,3.855,0.088,5365
50123,25.74,62.93,542,1710,12878,19426,931.215,14205.93,43765.07,24896.17,49936.551,28499.859,135
33893,20.94,50.86,350,400,13069,19910,939.279,0.52,0.54,3.59,0.559,0.013,8899
51490,29.7,39.57,40,400,12842,20755,937.583,2.25,2.34,15.5,2.417,0.055,348
26620,16.28,52.07,21,400,13117,20013,939.603,0.69,0.71,4.72,0.736,0.017,1626
50761,39.41,14.28,0,1203,12965,20735,930.89,0.97,1.01,6.71,1.046,0.024,773
51198,27.85,41.1,68,473,12841,20718,937.566,2.34,2.43,16.13,2.515,0.057,56
10653,2.573,49.24,915,660,12794,19499,939.1,1.87,1.94,12.85,2.003,0.045,10653
23516,-20.564,54.15,1406,418,12969,19374,938.701,1.8,1.87,12.36,1.927,0.044,23516
49252,26.78,47.65,1208,400,13017,19429,938.779,2.54,2.64,17.48,2.725,0.062,24258
30825,21.74,50.76,0,400,13276,20258,939.626,2.34,2.43,16.07,2.507,0.057,5831
16732,13.427,53.44,1147,404,12893,19443,938.757,1.64,1.71,11.3,1.762,0.04,16732
54708,27.47,41.84,0,400,13289,21245,937.48,1.91,1.98,13.13,2.047,0.046,3566
